model_key,condition,train_dataset,benchmark,n,acc_reported,acc_corrected,n_labels_changed,n_multi_hash,seed,base_reported,base_corrected,delta_reported,delta_corrected
qwen3_5_0_8b_base,all_layers,gsm8k_train,hellaswag,512,0.43359375,0.43359375,0,0,3407,0.416015625,0.416015625,0.017578125,0.017578125
qwen3_5_0_8b_base,all_layers,gsm8k_train,mmlu,512,0.47265625,0.47265625,0,0,3407,0.482421875,0.482421875,-0.009765625,-0.009765625
qwen3_5_0_8b_base,gdn_only,gsm8k_train,arc_challenge,299,0.7324414715719063,0.7324414715719063,0,0,3407,0.7324414715719063,0.7324414715719063,0.0,0.0
qwen3_5_0_8b_base,gdn_only,gsm8k_train,gsm8k,128,0.1484375,0.4375,37,118,3407,0.296875,0.421875,-0.1484375,0.015625
qwen3_5_0_8b_base,gdn_only,gsm8k_train,hellaswag,512,0.451171875,0.451171875,0,0,3407,0.416015625,0.416015625,0.03515625,0.03515625
qwen3_5_0_8b_base,gdn_only,gsm8k_train,mmlu,512,0.48828125,0.48828125,0,0,3407,0.482421875,0.482421875,0.005859375,0.005859375
qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,arc_challenge,299,0.7123745819397993,0.7123745819397993,0,0,3407,0.7324414715719063,0.7324414715719063,-0.02006688963210701,-0.02006688963210701
qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,gsm8k,128,0.203125,0.5,38,111,3407,0.296875,0.421875,-0.09375,0.078125
qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,hellaswag,512,0.43359375,0.43359375,0,0,3407,0.416015625,0.416015625,0.017578125,0.017578125
qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,mmlu,512,0.501953125,0.501953125,0,0,3407,0.482421875,0.482421875,0.01953125,0.01953125
qwen3_5_0_8b_base,mlp_only,gsm8k_train,arc_challenge,299,0.7090301003344481,0.7090301003344481,0,0,3407,0.7324414715719063,0.7324414715719063,-0.02341137123745818,-0.02341137123745818
qwen3_5_0_8b_base,mlp_only,gsm8k_train,gsm8k,128,0.3828125,0.46875,11,34,3407,0.296875,0.421875,0.0859375,0.046875
qwen3_5_0_8b_base,mlp_only,gsm8k_train,hellaswag,512,0.458984375,0.458984375,0,0,3407,0.416015625,0.416015625,0.04296875,0.04296875
qwen3_5_0_8b_base,mlp_only,gsm8k_train,mmlu,512,0.4765625,0.4765625,0,0,3407,0.482421875,0.482421875,-0.005859375,-0.005859375
qwen3_5_0_8b_base,softmax_only,gsm8k_train,arc_challenge,299,0.725752508361204,0.725752508361204,0,0,3407,0.7324414715719063,0.7324414715719063,-0.006688963210702337,-0.006688963210702337
qwen3_5_0_8b_base,softmax_only,gsm8k_train,gsm8k,128,0.3984375,0.3984375,0,0,3407,0.296875,0.421875,0.1015625,-0.0234375
qwen3_5_0_8b_base,softmax_only,gsm8k_train,hellaswag,512,0.3984375,0.3984375,0,0,3407,0.416015625,0.416015625,-0.017578125,-0.017578125
qwen3_5_0_8b_base,softmax_only,gsm8k_train,mmlu,512,0.490234375,0.490234375,0,0,3407,0.482421875,0.482421875,0.0078125,0.0078125
qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,arc_challenge,299,0.705685618729097,0.705685618729097,0,0,3407,0.7324414715719063,0.7324414715719063,-0.026755852842809347,-0.026755852842809347
qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,gsm8k,128,0.1484375,0.453125,39,121,3407,0.296875,0.421875,-0.1484375,0.03125
qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,hellaswag,512,0.416015625,0.416015625,0,0,3407,0.416015625,0.416015625,0.0,0.0
qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,mmlu,512,0.48046875,0.48046875,0,0,3407,0.482421875,0.482421875,-0.001953125,-0.001953125
qwen3_5_0_8b_base,all_layers,ultrachat,arc_challenge,299,0.7324414715719063,0.7324414715719063,0,0,3407,0.7324414715719063,0.7324414715719063,0.0,0.0
qwen3_5_0_8b_base,all_layers,ultrachat,gsm8k,256,0.140625,0.36328125,57,218,3407,0.296875,0.421875,-0.15625,-0.05859375
qwen3_5_0_8b_base,all_layers,ultrachat,hellaswag,512,0.373046875,0.373046875,0,0,3407,0.416015625,0.416015625,-0.04296875,-0.04296875
qwen3_5_0_8b_base,all_layers,ultrachat,mmlu,512,0.486328125,0.486328125,0,0,3407,0.482421875,0.482421875,0.00390625,0.00390625
qwen3_5_0_8b_base,gdn_only,ultrachat,arc_challenge,299,0.7324414715719063,0.7324414715719063,0,0,3407,0.7324414715719063,0.7324414715719063,0.0,0.0
qwen3_5_0_8b_base,gdn_only,ultrachat,gsm8k,256,0.2421875,0.36328125,33,193,3407,0.296875,0.421875,-0.0546875,-0.05859375
qwen3_5_0_8b_base,gdn_only,ultrachat,hellaswag,512,0.3828125,0.3828125,0,0,3407,0.416015625,0.416015625,-0.033203125,-0.033203125
qwen3_5_0_8b_base,gdn_only,ultrachat,mmlu,512,0.48828125,0.48828125,0,0,3407,0.482421875,0.482421875,0.005859375,0.005859375
qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,arc_challenge,299,0.7424749163879598,0.7424749163879598,0,0,3407,0.7324414715719063,0.7324414715719063,0.010033444816053505,0.010033444816053505
qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,gsm8k,256,0.1640625,0.421875,66,224,3407,0.296875,0.421875,-0.1328125,0.0
qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,hellaswag,512,0.41796875,0.41796875,0,0,3407,0.416015625,0.416015625,0.001953125,0.001953125
qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,mmlu,512,0.486328125,0.486328125,0,0,3407,0.482421875,0.482421875,0.00390625,0.00390625
qwen3_5_0_8b_base,mlp_only,ultrachat,arc_challenge,299,0.745819397993311,0.745819397993311,0,0,3407,0.7324414715719063,0.7324414715719063,0.013377926421404673,0.013377926421404673
qwen3_5_0_8b_base,mlp_only,ultrachat,gsm8k,256,0.14453125,0.3984375,67,227,3407,0.296875,0.421875,-0.15234375,-0.0234375
qwen3_5_0_8b_base,mlp_only,ultrachat,hellaswag,512,0.416015625,0.416015625,0,0,3407,0.416015625,0.416015625,0.0,0.0
qwen3_5_0_8b_base,mlp_only,ultrachat,mmlu,512,0.4921875,0.4921875,0,0,3407,0.482421875,0.482421875,0.009765625,0.009765625
qwen3_5_0_8b_base,softmax_only,ultrachat,arc_challenge,299,0.745819397993311,0.745819397993311,0,0,3407,0.7324414715719063,0.7324414715719063,0.013377926421404673,0.013377926421404673
qwen3_5_0_8b_base,softmax_only,ultrachat,gsm8k,256,0.2578125,0.37109375,29,214,3407,0.296875,0.421875,-0.0390625,-0.05078125
qwen3_5_0_8b_base,softmax_only,ultrachat,hellaswag,512,0.421875,0.421875,0,0,3407,0.416015625,0.416015625,0.005859375,0.005859375
qwen3_5_0_8b_base,softmax_only,ultrachat,mmlu,512,0.48828125,0.48828125,0,0,3407,0.482421875,0.482421875,0.005859375,0.005859375
qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,arc_challenge,299,0.7224080267558528,0.7224080267558528,0,0,3407,0.7324414715719063,0.7324414715719063,-0.010033444816053505,-0.010033444816053505
qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,gsm8k,256,0.13671875,0.390625,65,223,3407,0.296875,0.421875,-0.16015625,-0.03125
qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,hellaswag,512,0.400390625,0.400390625,0,0,3407,0.416015625,0.416015625,-0.015625,-0.015625
qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,mmlu,512,0.5,0.5,0,0,3407,0.482421875,0.482421875,0.017578125,0.017578125
